Date,OXO-5FI696 Augusta,OXO-5FIC600 Augusta,OXO-5FIC601 Augusta,OXO-5FIC608A Augusta,OXO-5FIC608B Augusta,OXO-5FIC612A Augusta,OXO-5FIC612B Augusta,OXO-5RIC606_Y Augusta,OXO-5TIC601 Augusta,OXO-5TIC603 Augusta,OXO-5TIC605B Augusta,OXO-5TIC606 Augusta,OXO-5TIC609 Augusta,month,day,day_of_week,week_of_year,kpi1
2022-07-13 13:00:00,9449.480143229166,2074.8800862630237,61.43694953733149,579.2210887562148,25.744149071829693,0.0060835836888867,9.303333441416424,211.9495862325032,154.03753384676853,131.01229858398443,132.0295257568363,133.0151841905382,,7,13,2.0,28,0.825589699441388
2022-07-13 14:00:00,9444.830973307293,2082.9518229166683,59.02171187631679,525.3567535400392,25.253681182861367,0.0060788123008904,9.295838594436646,212.2671496073406,150.935043334961,130.99877374822444,131.9958801269532,132.8958557128906,,7,13,2.0,28,0.8253164086902884
2022-07-13 15:00:00,9447.355143229166,2128.742431640627,8.166248708854935,573.5336303710939,,0.0060694027978877,9.299846569697062,212.08512624104824,149.76079305013022,131.04205183549368,132.02436319986998,133.0169372558594,,7,13,2.0,28,0.8256139047696378
2022-07-13 16:00:00,9445.818196614584,2130.109293619795,40.02146544307207,564.6487274169924,,0.0060788538136164,9.29951270421346,211.95386759440123,150.17457441850155,130.9910751342773,131.99473571777366,133.0054931640624,,7,13,2.0,28,0.8231131719305916
2022-07-13 17:00:00,9441.658121744793,2117.071004231775,49.64070245431937,540.0562778049048,,0.0060672039548457,9.304357449213663,212.02470779418948,149.98485218394893,131.01812466708108,132.00919688831692,132.9365997314453,,7,13,2.0,28,0.822649293840437
2022-07-13 18:00:00,9447.216796875,2116.54732259115,48.326014753106975,568.7305297851566,,0.0060769059928134,9.298574368158976,211.8895098368328,150.020058371804,131.04783782958987,132.05113874162984,132.978307088216,,7,13,2.0,28,0.8236798923127064
2022-07-13 19:00:00,9444.724365234377,2120.0235188802103,47.40895107880864,552.3270823160809,,0.0060369183775037,9.299328088760376,211.88740285237623,150.12958873401993,131.03851595791923,132.0302124023439,132.9665832519531,,7,13,2.0,28,0.823227672595881
2022-07-13 20:00:00,9450.67236328125,2113.171793619795,45.98826155412935,524.966790093316,,0.006065144929487,9.305943489074709,211.7074343363445,150.19348144531267,131.76616599343063,131.99181111653675,132.9871618097479,,7,13,2.0,28,0.8238630796352072
2022-07-13 21:00:00,9447.538167317707,2119.920898437502,42.79811960342444,573.804138183594,,0.0060435829800553,9.303366661071776,211.93134307861337,150.0545310974121,131.93459065755212,132.0169372558596,132.9663543701171,,7,13,2.0,28,0.8235208958580263
2022-07-13 22:00:00,9439.119791666666,2167.440633138024,10.004747182171975,533.0625330607098,,0.0060426719912173,9.299608945846556,211.8225250244141,148.86801424893483,131.97642517089852,131.97451782226588,132.96614629572082,,7,13,2.0,28,0.8220012243370247
2022-07-13 23:00:00,9435.315592447916,2215.5811767578152,9.667255660315432,570.4895392523873,,0.0060788878862835,9.30007235209147,211.9900271097819,147.4565773010254,132.00108198686092,131.98672485351585,132.8923475477431,,7,13,2.0,28,0.8182281301925889
2022-07-14 00:00:00,9415.142822265623,2186.7934977213567,9.75484682779782,566.6959762573243,,0.0060880209283965,9.052368879318236,214.05161031087255,147.77422078450522,131.94781341552738,131.87502899169948,132.8269622802734,,7,14,3.0,28,0.8365294033620375
2022-07-14 01:00:00,9138.93986002604,2209.31766764323,2.2222435231251483,545.7275085449221,,0.0060813548767156,9.05190658569336,210.59324900309252,148.33121744791666,131.87952931722012,132.22809531471964,132.93678919474283,,7,14,3.0,28,0.8109425683364271
2022-07-14 02:00:00,9167.118245442707,2299.048828125002,10.473030985026728,556.6377410888674,,0.0060928634918806,9.236507336298624,207.8813743591309,148.13280232747388,132.18051147460946,132.04577636718778,133.08491668701168,,7,14,3.0,28,0.7935440950764314
2022-07-14 03:00:00,9170.263509114584,2225.9311116536487,45.21649995687444,548.6337002840911,,0.0060833312240068,9.29532512029012,206.7747166951497,147.80458068847662,131.93694305419925,132.0247764587405,132.9743626912434,,7,14,3.0,28,0.7924146972452486
