Date,OXO-5FIC602 Augusta_Optimized,OXO-5FIC603 Augusta_Optimized,OXO-5FIC606A Augusta_Optimized,OXO-5FIC606C Augusta_Optimized,OXO-5FIC607 Augusta_Optimized,OXO-5FIC609B Augusta_Optimized,OXO-5FIC611A Augusta_Optimized,OXO-5FIC611B Augusta_Optimized,OXO-5FIC618A Augusta_Optimized,OXO-5FIC618B Augusta_Optimized,OXO-5FIC618C Augusta_Optimized,OXO-5FIC618D Augusta_Optimized,OXO-5FIC622A Augusta_Optimized,OXO-5FIC622B Augusta_Optimized,OXO-5FIC622C Augusta_Optimized,OXO-5FIC636A Augusta_Optimized,OXO-5FIC636B Augusta_Optimized,OXO-5FIC636C Augusta_Optimized,OXO-5PIC605A Augusta_Optimized,OXO-5RIC606_Y Augusta_Optimized,OXO-5TIC002 Augusta_Optimized,OXO-5TIC601 Augusta_Optimized,OXO-5TIC602 Augusta_Optimized,OXO-5TIC603 Augusta_Optimized,OXO-5TIC604 Augusta_Optimized,OXO-5TIC605 Augusta_Optimized,OXO-5TIC606 Augusta_Optimized,OXO-5TIC607 Augusta_Optimized,OXO-5TIC659 Augusta_Optimized,5FI696_optimized,5FI696_before_optimized
2022-11-22 12:00:00,4133.469899990021,617.7399969617109,485.9624508901534,486.8096095670644,725.6104315983839,414.5326563418307,9932.865490794182,4417.135986712102,3945.592394695971,772.0623421708643,849.3505922832246,2388.665537084891,1747.2437496017446,1771.5456549135724,2538.492402980725,2737.601435944438,685.5837307572365,3165.192802178953,157.2496810718353,85.9340619639239,223.04815977884266,129.15968112673943,118.75468250771013,119.11168555009417,124.1146105914989,129.86001802457875,126.97205663236626,127.83896808193822,297.325088814969,11218.198,12694.024
2022-11-22 13:00:00,1641.8565612054172,27.802216521915398,977.4482028191035,400.69443360293235,2004.425342433079,821.7347063375646,4160.903292775154,3378.9972271031183,185.81605709009,1667.6908043435596,2173.473301901621,228.70595367932953,518.1918845607142,2753.840597849674,969.4231423268599,887.9617923647165,1196.8192366361618,2914.033404112699,14.902730317383549,129.490745440447,30.112592620308202,130.187870896611,129.55912089064287,129.3039953946798,127.97608838089745,130.20065335406733,126.80974936549869,122.0755382956728,299.38506585467024,11185.858,12985.019
2022-11-22 14:00:00,6367.853135325649,4374.845341963257,492.51876029154164,1735.5851636382063,1246.3773164407398,1610.1973825577184,8561.958095282316,8796.865389910081,3867.5305596152293,1751.2797146185312,1437.0196623445536,2659.78325573461,998.4174207797187,1332.5243515940883,2094.0714950922797,7496.476655744016,3652.057766586542,3188.7854014054533,145.8428048496569,129.97847847997187,274.4124604195687,151.7355508128449,120.2492012542279,126.87558579130499,121.47028084806183,130.39469842830775,125.76616476759254,126.84455157882448,298.75664427230817,11690.087,13076.567
2022-11-22 15:00:00,3850.903305301701,3187.6797691035026,973.9144678206546,1405.0943397615592,742.9769568274041,565.0962503327896,8630.60582305491,3372.9432288947864,2123.1395970931526,3800.699631762529,2830.9139277386193,4196.687957692235,1216.4062246914618,1856.5931354828908,2696.64038900121,6673.968288883567,7553.799409222789,2490.31302288832,106.40325989851624,5.950247983290674,201.98554080885526,126.56028628746188,130.86607159103613,131.41330403793552,130.05685493992388,130.19725996372043,125.35995074354351,121.68129844047951,299.0324405787538,11102.589,12883.929
2022-11-22 16:00:00,5710.954862717961,5856.61842005745,225.48706821803012,365.99251699319575,2018.5148830103308,1850.594236622997,8725.3319633184,3156.6005125993124,1375.106264623335,4037.898665954892,4883.117257127072,3770.2812423048617,1548.368942480396,2753.6874618796346,2119.4504077103725,5825.450892179273,6703.302068123594,297.1233472941949,151.14140929318262,118.87473874033547,129.58287381977664,142.0857967055324,118.16928413374973,121.23274957891206,130.30722339479146,129.5283905428744,125.22642013293817,129.2166766385553,296.742671139424,10783.328,13181.479
2022-11-22 17:00:00,299.9108625435001,5103.834915978325,1353.2748687560265,647.3463821474652,825.3354388517605,1323.091241994342,4035.5427441596985,8328.850134478216,3760.833765019338,1122.831024402285,3361.449244521694,1794.6331485298633,1879.0432895721242,2281.0502993710525,419.6903913340454,3003.8991897339,3890.0855558002368,3343.2421768168456,160.82408019818786,30.16888042912084,269.0592563116385,131.99463627752414,125.1489716082969,125.0081653574452,129.5142691530188,124.27060525003552,126.03347737742813,130.84649278839507,296.584742061437,11582.622,12784.838
2022-11-22 18:00:00,3701.0848664403584,2590.3422399887495,936.9671603245665,374.57308848280536,1585.0890922976278,1936.9893372991878,46.975626304745674,6998.608725755388,3451.037816275022,2467.5342790115556,1049.0504349420853,2849.740140029271,1388.1704549941642,1642.2690334546642,1743.5247885232482,2514.9736338704824,5520.288344398141,3097.532613483299,20.528012719728284,44.52894205762946,275.3418602331809,148.8148335291697,127.86882819289673,132.07158308190296,127.68037448545168,132.8196480713298,125.06001847489684,122.92694790250064,298.0233955449975,11550.449,12560.625
2022-11-22 19:00:00,837.1764169042235,671.6554111514706,1089.2042113326877,1397.1181036364264,883.9217607297405,310.83085539733247,8532.744663834572,7957.359240692062,3438.247022087914,3786.5561806696187,1244.8260316798405,2604.394098077164,1218.4587937478645,2840.4003908875884,197.584234134915,2011.861998155713,3213.978128746152,3090.52275969788,13.842472030926507,142.44758702832107,72.09364756014533,129.1538851226934,128.521091671536,133.95644174740283,128.48375609719974,125.38111784100991,127.92493853077272,131.52274647251193,299.63125808547755,11505.685,12523.755
2022-11-22 20:00:00,1677.8657528287076,1655.0158946042939,697.3987263874385,1308.9311950920614,1887.0470463410707,1889.0516752012932,7649.452192563564,7024.929523372732,1863.6213335912935,4012.0111089735747,3701.266314276155,2893.392233405286,2338.196967565309,1930.140298991112,89.28947164448134,2488.041761368513,375.58269288018346,2180.339744068811,37.97085144133644,80.54398950402496,30.61991216389755,124.09440229173777,117.51860485727144,122.36538304545286,126.09022742499897,132.21720285719428,134.03928916285338,123.52832144196196,296.7507244978713,11041.09,12518.553
2022-11-22 21:00:00,6585.403154460484,2820.0598368906503,1292.7548154901242,1737.120605817276,1659.7973529152623,2529.680202053029,1201.7642528489232,6759.845267021447,1127.315027696016,1677.883572737288,3993.233605577124,4256.563646373152,1916.0817697947205,352.75142744648474,1491.5903695117547,5250.619075089693,4872.3105290830135,3095.1290992331537,124.71613304580274,69.85053515654793,231.297416414233,122.04610702242118,126.26559187278093,125.45264991688919,122.57013651022808,126.19385804696984,131.9838031793602,125.05502878143227,298.73657768385175,11649.628,12696.079
